State,Temperature_Above_Avg,High_Rainfall,High_Humidity,Insecticide_Use,Health_Facilities_Adequate,Vaccination_Rate_High,High_Population_Density,Mosquito_Net_Coverage_High,Malaria_Outbreak,Malaria_diagnosis
Assam,38.3,464.6,80,87.0,15.1,50.5,1561,89.1,65.9,The person is not affected with Malaria 😊
Assam,20.2,166.4,55,28.1,97.4,26.0,485,60.9,76.8,The person is not affected with Malaria 😊
Assam,29.6,289.6,98,48.6,57.2,78.0,163,99.9,87.2,The person is affected with Malaria 😷
Assam,35.7,99.2,79,22.2,8.2,94.4,320,51.7,0.4,The person is affected with Malaria 😷
Assam,33.7,116.2,91,24.8,35.4,40.4,1666,72.9,45.3,The person is not affected with Malaria 😊
Assam,32.2,443.0,66,83.7,95.1,76.8,975,52.9,3.5,The person is not affected with Malaria 😊
Assam,20.5,426.7,44,21.4,93.8,41.6,1355,20.3,0.2,The person is not affected with Malaria 😊
Assam,24.7,157.0,56,84.6,47.1,92.9,1341,77.8,17.7,The person is not affected with Malaria 😊
Assam,36.6,426.8,78,24.4,22.6,15.7,1681,1.9,74.1,The person is not affected with Malaria 😊
Assam,36.8,424.9,79,55.5,18.1,80.4,572,77.8,87.4,The person is affected with Malaria 😷
Assam,30.3,311.7,78,90.4,87.2,15.1,694,67.0,30.8,The person is not affected with Malaria 😊
Assam,29.0,57.0,91,62.6,36.9,62.6,978,44.7,43.3,The person is affected with Malaria 😷
Assam,26.5,360.8,70,11.7,13.0,89.3,794,49.1,31.6,The person is affected with Malaria 😷
Assam,32.1,350.4,53,19.0,34.9,24.6,1930,74.5,65.9,The person is not affected with Malaria 😊
Bihar,29.9,477.6,53,60.7,55.3,74.1,1972,15.6,67.4,The person is not affected with Malaria 😊
Bihar,27.5,299.5,91,50.4,97.4,33.7,1600,63.9,51.7,The person is affected with Malaria 😷
Bihar,31.4,220.7,100,86.7,42.5,41.8,1012,89.9,17.4,The person is affected with Malaria 😷
Bihar,26.8,334.5,72,27.2,89.1,75.4,1928,89.7,56.0,The person is affected with Malaria 😷
Bihar,20.9,220.2,46,96.4,72.7,44.4,1721,0.5,92.3,The person is not affected with Malaria 😊
Bihar,38.9,53.3,71,77.5,31.2,82.6,252,71.6,15.4,The person is affected with Malaria 😷
Bihar,36.3,152.9,89,47.6,28.2,66.3,1021,67.8,22.3,The person is not affected with Malaria 😊
Bihar,24.8,347.9,86,12.1,37.5,51.1,1065,39.8,43.9,The person is not affected with Malaria 😊
Bihar,39.4,340.6,48,79.8,27.1,51.7,1472,18.7,17.4,The person is affected with Malaria 😷
Bihar,30.0,461.6,66,18.8,43.0,41.9,1789,89.0,39.8,The person is affected with Malaria 😷
Bihar,35.8,272.0,73,99.2,98.6,84.8,409,72.0,12.2,The person is not affected with Malaria 😊
Bihar,39.2,287.3,98,73.0,27.6,56.1,1624,10.9,53.2,The person is not affected with Malaria 😊
Bihar,21.1,79.6,44,99.3,90.8,28.1,810,59.1,53.2,The person is not affected with Malaria 😊
Bihar,21.8,364.1,65,57.3,82.7,75.3,107,54.3,8.1,The person is not affected with Malaria 😊
Bihar,21.4,401.0,52,30.6,40.8,24.4,1573,89.6,38.8,The person is not affected with Malaria 😊
Bihar,25.2,162.1,87,50.0,56.9,93.1,1334,10.9,78.1,The person is affected with Malaria 😷
Bihar,24.5,186.5,47,46.1,63.3,90.0,746,11.1,86.4,The person is not affected with Malaria 😊
Bihar,21.8,326.5,43,35.8,33.5,74.8,1563,87.4,52.7,The person is affected with Malaria 😷
Bihar,30.7,272.5,90,29.1,54.1,55.2,944,9.3,63.8,The person is affected with Malaria 😷
Bihar,25.2,456.9,76,92.0,58.9,68.6,481,62.7,79.5,The person is not affected with Malaria 😊
Bihar,37.6,285.5,93,81.8,10.3,69.6,906,8.2,97.0,The person is not affected with Malaria 😊
Bihar,21.4,229.7,70,79.2,4.7,10.4,437,9.4,83.8,The person is not affected with Malaria 😊
Bihar,31.6,380.9,49,69.1,82.9,68.6,331,71.4,95.0,The person is not affected with Malaria 😊
Bihar,38.8,152.0,54,70.8,85.4,33.4,1027,61.4,35.1,The person is not affected with Malaria 😊
Bihar,24.2,474.4,92,14.3,86.7,99.4,395,43.5,71.5,The person is not affected with Malaria 😊
Bihar,38.0,261.4,59,29.6,51.9,77.2,1923,36.9,89.2,The person is affected with Malaria 😷
Bihar,37.4,293.8,82,29.6,7.5,14.8,311,10.7,23.0,The person is affected with Malaria 😷
Bihar,37.4,411.1,56,43.6,76.0,41.9,1267,27.0,28.8,The person is affected with Malaria 😷
Bihar,29.5,276.7,44,2.3,29.3,90.7,1856,58.3,55.9,The person is not affected with Malaria 😊
Bihar,26.4,148.2,83,55.4,37.7,34.2,1952,36.6,47.2,The person is affected with Malaria 😷
Bihar,20.6,354.5,81,74.3,65.4,19.2,669,39.5,46.7,The person is not affected with Malaria 😊
Bihar,20.9,114.5,56,97.0,66.9,14.3,395,73.2,37.3,The person is not affected with Malaria 😊
Bihar,35.4,336.4,79,11.2,40.1,26.9,259,71.7,20.2,The person is not affected with Malaria 😊
Bihar,32.3,283.0,93,40.5,39.1,30.9,985,25.3,13.3,The person is not affected with Malaria 😊
Bihar,26.3,169.9,99,17.5,29.1,97.2,814,43.1,12.6,The person is not affected with Malaria 😊
Bihar,28.5,78.2,59,67.0,5.8,34.5,1787,55.6,94.5,The person is not affected with Malaria 😊
Bihar,22.9,243.2,89,60.8,50.8,56.2,666,65.5,61.9,The person is not affected with Malaria 😊
Bihar,30.3,451.7,46,71.3,79.2,81.9,1585,79.7,53.0,The person is affected with Malaria 😷
Bihar,30.2,275.8,76,23.6,64.0,82.1,1922,58.0,77.1,The person is affected with Malaria 😷
Bihar,33.3,417.7,98,57.8,52.8,21.5,925,15.4,90.5,The person is not affected with Malaria 😊
Bihar,34.1,318.5,75,4.4,95.1,62.3,1092,33.5,74.0,The person is not affected with Malaria 😊
Bihar,35.0,325.1,49,5.2,51.8,4.2,1418,1.6,76.7,The person is not affected with Malaria 😊
Bihar,34.8,424.4,81,59.6,32.3,50.3,1574,44.2,26.9,The person is affected with Malaria 😷
Bihar,35.4,355.0,49,8.7,47.1,16.4,1295,60.1,53.8,The person is affected with Malaria 😷
Bihar,27.9,337.5,93,86.2,69.6,87.1,152,28.5,55.7,The person is not affected with Malaria 😊
Bihar,35.7,373.2,41,66.9,41.4,90.1,1311,18.7,20.3,The person is not affected with Malaria 😊
Bihar,36.7,208.4,72,63.5,91.3,69.3,1067,75.2,61.4,The person is affected with Malaria 😷
Bihar,27.4,386.7,86,27.0,56.1,67.5,1131,77.5,25.5,The person is affected with Malaria 😷
Bihar,33.9,485.3,43,84.0,0.7,72.8,1251,27.8,90.8,The person is not affected with Malaria 😊
Bihar,39.9,261.8,70,11.3,4.0,21.2,1315,29.0,76.5,The person is not affected with Malaria 😊
Bihar,25.2,364.3,49,45.6,95.0,60.4,685,80.3,52.7,The person is not affected with Malaria 😊
Bihar,23.0,405.0,80,83.2,11.3,17.6,823,64.9,95.2,The person is affected with Malaria 😷
Bihar,29.2,244.4,52,17.2,82.0,45.1,1624,92.9,98.3,The person is affected with Malaria 😷
Bihar,34.5,176.0,75,43.6,33.7,17.4,1501,64.5,16.6,The person is not affected with Malaria 😊
Bihar,30.4,432.9,71,73.7,4.1,48.3,985,35.5,99.5,The person is not affected with Malaria 😊
Bihar,31.0,392.7,76,61.0,5.8,96.7,596,88.7,9.8,The person is not affected with Malaria 😊
Bihar,29.5,96.0,99,94.8,73.7,56.1,516,26.8,74.5,The person is affected with Malaria 😷
Bihar,23.3,471.8,78,24.8,61.3,82.8,1886,63.5,95.9,The person is not affected with Malaria 😊
Bihar,27.1,289.5,100,8.2,54.4,95.3,1562,22.4,65.2,The person is not affected with Malaria 😊
Bihar,30.7,139.9,68,56.7,24.2,9.9,198,27.8,3.3,The person is not affected with Malaria 😊
Bihar,37.9,163.5,99,26.3,9.5,85.5,1339,47.9,28.0,The person is not affected with Malaria 😊
Bihar,39.6,366.1,92,15.2,78.3,87.2,1230,59.8,7.5,The person is not affected with Malaria 😊
Bihar,30.1,159.7,87,3.5,55.1,15.7,1595,63.6,95.5,The person is affected with Malaria 😷
Bihar,36.6,315.3,62,22.5,18.2,76.5,1577,71.8,52.8,The person is affected with Malaria 😷
Bihar,25.6,245.3,68,42.5,14.6,93.5,454,67.1,5.1,The person is not affected with Malaria 😊
Bihar,27.8,101.0,75,21.1,40.3,22.4,848,22.2,47.8,The person is affected with Malaria 😷
Bihar,26.9,329.7,58,69.9,9.5,36.6,1442,87.2,26.2,The person is affected with Malaria 😷
Bihar,33.6,112.8,68,19.2,54.2,22.9,1905,32.3,4.5,The person is affected with Malaria 😷
Bihar,29.3,228.4,86,5.5,59.9,74.8,1179,18.8,69.5,The person is affected with Malaria 😷
Bihar,20.3,325.5,60,12.6,75.1,98.9,765,87.0,62.3,The person is affected with Malaria 😷
Bihar,34.5,68.2,40,63.8,35.3,41.9,1138,73.8,67.0,The person is not affected with Malaria 😊
Bihar,27.4,245.3,75,44.1,57.5,76.9,106,99.3,34.7,The person is affected with Malaria 😷
Bihar,29.6,170.3,96,84.5,38.4,19.0,893,33.5,3.4,The person is not affected with Malaria 😊
Bihar,32.4,274.8,55,86.2,17.4,12.3,1088,53.3,7.2,The person is affected with Malaria 😷
Bihar,25.8,121.2,54,25.4,78.8,30.4,506,4.9,25.9,The person is not affected with Malaria 😊
Bihar,34.2,391.4,79,90.7,43.6,43.2,873,65.2,99.3,The person is not affected with Malaria 😊
Bihar,31.2,387.1,80,65.9,42.2,35.7,1922,27.5,12.6,The person is affected with Malaria 😷
Bihar,20.8,417.7,71,70.0,32.0,29.8,625,71.5,85.7,The person is affected with Malaria 😷
Bihar,25.5,155.8,67,46.5,92.1,19.0,626,41.7,53.4,The person is not affected with Malaria 😊
Bihar,38.9,333.1,64,96.7,42.2,68.4,1191,48.8,97.4,The person is not affected with Malaria 😊
Bihar,34.8,340.9,51,17.6,65.9,76.1,1234,81.2,69.3,The person is not affected with Malaria 😊
Bihar,36.3,137.4,49,4.1,49.0,8.2,1364,54.8,41.5,The person is affected with Malaria 😷
Bihar,31.0,410.6,86,48.1,69.2,32.6,105,74.1,58.3,The person is not affected with Malaria 😊
Bihar,20.4,403.8,100,3.1,97.8,65.6,1881,77.1,40.5,The person is affected with Malaria 😷
Bihar,37.4,176.4,61,51.9,48.5,9.2,1369,48.9,85.9,The person is affected with Malaria 😷
Bihar,33.8,441.5,75,70.9,41.9,96.4,1032,38.4,77.7,The person is not affected with Malaria 😊
Bihar,37.4,460.1,42,57.2,3.0,9.1,678,22.8,74.2,The person is not affected with Malaria 😊
Bihar,38.2,214.8,80,59.9,62.8,6.6,1378,64.2,70.5,The person is affected with Malaria 😷
Bihar,37.0,453.1,79,41.4,6.3,3.8,665,71.4,16.8,The person is not affected with Malaria 😊
Bihar,24.1,342.4,56,52.3,1.9,81.9,912,93.0,56.3,The person is affected with Malaria 😷
Bihar,39.0,260.9,43,57.9,15.3,59.2,439,41.9,76.7,The person is affected with Malaria 😷
Bihar,26.4,274.6,57,28.7,76.2,58.4,1172,68.4,22.4,The person is not affected with Malaria 😊
Bihar,22.8,420.0,53,67.0,15.4,22.0,553,46.2,55.7,The person is not affected with Malaria 😊
Bihar,23.9,66.1,77,21.1,86.2,16.7,1598,29.0,68.5,The person is affected with Malaria 😷
Bihar,28.0,77.7,46,27.0,65.5,36.6,1450,63.6,62.9,The person is not affected with Malaria 😊
Bihar,31.9,440.8,73,13.8,15.2,66.5,853,47.2,6.5,The person is affected with Malaria 😷
Bihar,24.5,260.1,84,41.8,39.4,78.6,659,74.3,8.5,The person is affected with Malaria 😷
Chhattisgarh,30.1,189.6,80,82.7,34.7,20.1,1994,45.6,26.9,The person is affected with Malaria 😷
Chhattisgarh,22.1,249.3,43,77.4,20.5,73.6,985,94.7,94.0,The person is affected with Malaria 😷
Chhattisgarh,31.6,140.8,60,96.9,99.5,75.9,467,53.2,35.3,The person is affected with Malaria 😷
Chhattisgarh,20.9,400.1,99,58.3,49.7,82.4,631,93.0,8.3,The person is affected with Malaria 😷
Chhattisgarh,24.9,270.9,54,22.8,82.1,76.3,1285,30.3,66.2,The person is affected with Malaria 😷
Chhattisgarh,34.7,110.2,94,39.1,73.6,21.0,106,74.9,48.0,The person is not affected with Malaria 😊
Chhattisgarh,25.3,263.4,75,17.1,1.1,67.6,367,89.3,1.0,The person is affected with Malaria 😷
Chhattisgarh,26.7,334.7,43,58.5,1.7,52.0,285,31.6,23.3,The person is not affected with Malaria 😊
Chhattisgarh,28.8,407.8,72,67.3,90.9,92.0,512,97.7,44.1,The person is affected with Malaria 😷
Chhattisgarh,22.0,245.9,91,10.2,97.0,4.2,575,26.0,8.6,The person is affected with Malaria 😷
Chhattisgarh,36.5,277.0,78,15.5,19.3,83.6,1189,59.6,95.5,The person is not affected with Malaria 😊
Chhattisgarh,30.7,406.2,80,93.6,22.4,73.1,1423,29.2,63.2,The person is not affected with Malaria 😊
Chhattisgarh,37.5,480.5,93,2.8,74.2,8.9,990,59.1,77.5,The person is affected with Malaria 😷
Chhattisgarh,25.9,200.0,86,76.9,93.4,70.6,959,50.6,57.0,The person is not affected with Malaria 😊
Chhattisgarh,35.3,72.0,42,66.0,61.9,84.5,1098,69.3,90.2,The person is affected with Malaria 😷
Chhattisgarh,37.9,437.1,53,2.7,72.1,41.5,1893,57.6,93.0,The person is affected with Malaria 😷
Chhattisgarh,30.8,273.9,96,98.9,40.5,92.4,449,47.2,57.2,The person is affected with Malaria 😷
Chhattisgarh,28.6,328.0,85,32.9,56.5,84.3,147,61.0,0.7,The person is affected with Malaria 😷
Chhattisgarh,28.5,420.0,100,76.6,40.9,49.7,1167,73.0,66.4,The person is affected with Malaria 😷
Chhattisgarh,28.1,449.9,68,4.2,19.3,69.6,1266,98.4,26.2,The person is affected with Malaria 😷
Chhattisgarh,34.1,214.7,86,4.6,42.2,52.9,165,80.5,53.7,The person is affected with Malaria 😷
Chhattisgarh,37.7,453.0,57,78.6,17.4,13.6,1685,45.5,19.8,The person is affected with Malaria 😷
Chhattisgarh,28.7,344.6,80,50.1,34.7,24.6,696,18.7,13.0,The person is not affected with Malaria 😊
Chhattisgarh,30.2,50.4,93,36.4,31.1,69.0,303,6.9,10.9,The person is not affected with Malaria 😊
Chhattisgarh,36.4,320.6,64,83.0,73.6,27.5,1075,71.1,74.8,The person is affected with Malaria 😷
Chhattisgarh,26.0,456.9,74,25.2,95.5,3.8,236,28.9,74.1,The person is not affected with Malaria 😊
Chhattisgarh,22.0,479.6,66,61.8,31.6,9.8,1694,1.8,25.0,The person is not affected with Malaria 😊
Chhattisgarh,21.0,232.2,89,92.0,16.9,39.1,1596,30.6,67.4,The person is affected with Malaria 😷
Chhattisgarh,30.6,289.2,69,83.9,34.6,9.7,649,19.0,94.0,The person is affected with Malaria 😷
Chhattisgarh,31.2,136.0,96,43.3,47.8,15.3,1052,79.1,90.3,The person is affected with Malaria 😷
Chhattisgarh,38.5,236.7,63,98.2,20.5,73.3,559,83.2,14.0,The person is affected with Malaria 😷
Chhattisgarh,24.7,292.9,87,46.9,1.9,67.0,454,99.2,82.3,The person is not affected with Malaria 😊
Chhattisgarh,21.5,420.4,94,46.7,96.4,16.8,283,46.9,43.7,The person is affected with Malaria 😷
Chhattisgarh,31.7,369.2,98,97.9,48.7,97.4,887,85.1,18.3,The person is not affected with Malaria 😊
Chhattisgarh,30.3,179.4,42,93.6,85.8,33.6,1605,22.3,90.4,The person is not affected with Malaria 😊
Chhattisgarh,34.1,351.5,86,8.3,70.9,10.4,675,99.6,49.4,The person is affected with Malaria 😷
Chhattisgarh,33.5,212.9,66,46.9,43.2,65.4,1173,17.0,44.4,The person is affected with Malaria 😷
Chhattisgarh,37.5,93.1,63,95.1,59.3,15.3,1070,16.5,11.7,The person is not affected with Malaria 😊
Chhattisgarh,21.0,273.6,43,40.1,69.1,82.0,522,32.6,95.9,The person is affected with Malaria 😷
Chhattisgarh,35.2,53.4,77,39.6,77.7,8.3,1145,74.5,31.6,The person is affected with Malaria 😷
Chhattisgarh,35.3,123.4,48,91.7,74.7,27.2,973,15.0,50.1,The person is affected with Malaria 😷
Chhattisgarh,26.8,260.1,43,76.8,33.4,87.7,1750,23.8,71.5,The person is not affected with Malaria 😊
Chhattisgarh,36.5,271.2,88,59.8,38.2,22.4,530,78.9,30.9,The person is affected with Malaria 😷
Chhattisgarh,29.2,338.8,61,22.5,0.9,69.7,1897,60.5,89.8,The person is not affected with Malaria 😊
Chhattisgarh,32.9,498.0,77,67.6,10.9,22.7,617,64.5,75.9,The person is affected with Malaria 😷
Chhattisgarh,32.6,465.3,53,62.3,64.3,42.0,1770,78.6,38.6,The person is affected with Malaria 😷
Chhattisgarh,31.0,471.4,42,76.0,72.2,59.0,1568,38.7,95.4,The person is not affected with Malaria 😊
Chhattisgarh,30.3,451.2,87,80.4,93.9,14.1,577,9.3,92.5,The person is not affected with Malaria 😊
Chhattisgarh,23.1,496.5,58,15.0,24.0,85.5,566,48.0,66.7,The person is not affected with Malaria 😊
Chhattisgarh,20.9,334.2,57,82.0,74.3,44.9,221,44.8,80.0,The person is not affected with Malaria 😊
Chhattisgarh,28.9,187.1,46,75.3,73.3,1.5,1571,96.5,78.6,The person is not affected with Malaria 😊
Chhattisgarh,29.5,147.4,91,33.5,15.0,38.1,202,49.7,27.1,The person is affected with Malaria 😷
Chhattisgarh,22.6,318.3,90,48.1,17.0,78.6,1849,85.2,51.9,The person is affected with Malaria 😷
Chhattisgarh,27.2,76.7,40,55.2,24.2,21.9,1072,34.5,2.7,The person is not affected with Malaria 😊
Chhattisgarh,30.5,375.8,77,84.8,13.7,72.2,388,36.5,65.9,The person is not affected with Malaria 😊
Chhattisgarh,26.1,228.3,85,21.2,21.5,65.4,1130,46.9,47.8,The person is not affected with Malaria 😊
Chhattisgarh,30.7,498.4,77,28.4,21.1,94.1,712,80.6,61.2,The person is not affected with Malaria 😊
Chhattisgarh,37.3,427.9,64,0.4,91.3,50.4,542,32.0,44.3,The person is not affected with Malaria 😊
Chhattisgarh,23.8,219.5,100,40.3,59.6,74.6,1726,15.9,78.6,The person is affected with Malaria 😷
Chhattisgarh,39.5,239.1,83,82.2,46.2,9.2,1072,63.0,46.4,The person is not affected with Malaria 😊
Chhattisgarh,37.0,361.3,56,5.1,46.5,77.2,415,1.7,54.7,The person is not affected with Malaria 😊
Chhattisgarh,36.4,220.2,90,99.6,86.6,69.6,266,28.5,56.9,The person is affected with Malaria 😷
Chhattisgarh,21.4,160.7,80,32.4,2.2,19.8,1512,20.1,29.6,The person is affected with Malaria 😷
Chhattisgarh,26.8,404.2,58,16.2,76.4,1.0,519,85.0,85.6,The person is affected with Malaria 😷
Chhattisgarh,20.2,143.2,89,86.5,25.0,76.0,1472,7.0,79.2,The person is not affected with Malaria 😊
Chhattisgarh,38.2,137.2,54,27.6,29.7,91.5,170,13.3,83.8,The person is affected with Malaria 😷
Chhattisgarh,31.0,357.4,68,85.8,71.3,9.6,446,53.4,46.7,The person is not affected with Malaria 😊
Chhattisgarh,33.4,360.6,48,85.5,87.8,19.0,1357,84.9,0.2,The person is affected with Malaria 😷
Chhattisgarh,21.0,496.9,46,32.0,53.3,99.6,327,30.5,21.4,The person is affected with Malaria 😷
Chhattisgarh,25.6,351.0,60,100.0,42.6,49.1,347,30.5,87.3,The person is not affected with Malaria 😊
Chhattisgarh,32.6,307.4,97,86.5,1.6,7.3,1780,28.1,7.6,The person is not affected with Malaria 😊
Chhattisgarh,23.7,98.4,71,91.3,90.2,48.6,175,15.3,79.3,The person is affected with Malaria 😷
Chhattisgarh,32.3,434.4,72,4.3,25.9,18.4,882,67.4,47.4,The person is affected with Malaria 😷
Chhattisgarh,26.4,283.7,78,47.5,32.0,64.1,148,74.0,92.7,The person is not affected with Malaria 😊
Chhattisgarh,27.2,448.6,46,69.3,27.7,55.3,1824,77.2,55.0,The person is not affected with Malaria 😊
Chhattisgarh,29.4,165.7,84,57.7,25.1,23.4,1078,33.0,53.9,The person is affected with Malaria 😷
Chhattisgarh,35.4,60.5,75,69.9,42.9,48.8,872,51.1,40.6,The person is not affected with Malaria 😊
Chhattisgarh,32.9,307.2,45,94.5,64.6,80.3,1625,29.1,38.1,The person is affected with Malaria 😷
Chhattisgarh,21.4,457.4,47,17.2,66.1,2.0,1269,34.6,84.0,The person is not affected with Malaria 😊
Chhattisgarh,23.2,316.2,93,75.3,87.4,28.5,1404,64.2,80.2,The person is affected with Malaria 😷
Chhattisgarh,20.3,323.1,62,40.1,29.9,34.9,981,4.7,17.5,The person is not affected with Malaria 😊
Chhattisgarh,30.4,331.7,80,60.7,59.6,0.1,569,23.1,74.1,The person is not affected with Malaria 😊
Goa,26.4,83.1,80,39.6,65.1,49.5,1252,91.6,73.9,The person is affected with Malaria 😷
Goa,20.2,231.1,53,16.6,99.1,39.2,420,43.8,78.9,The person is affected with Malaria 😷
Goa,33.0,456.9,100,65.3,47.0,40.7,577,1.9,51.0,The person is affected with Malaria 😷
Goa,24.0,97.7,83,56.7,15.3,15.2,1796,41.1,47.2,The person is affected with Malaria 😷
Goa,25.9,276.1,81,41.8,52.8,97.4,1359,37.1,73.5,The person is affected with Malaria 😷
Goa,21.3,214.9,95,88.2,85.1,53.1,1817,78.0,20.1,The person is not affected with Malaria 😊
Goa,20.5,404.4,81,55.4,0.8,90.9,1048,46.0,97.3,The person is affected with Malaria 😷
Goa,33.6,172.6,57,15.7,59.6,44.2,242,59.5,19.1,The person is affected with Malaria 😷
Goa,25.3,456.9,81,78.2,7.7,11.1,590,14.1,18.4,The person is affected with Malaria 😷
Goa,21.7,250.1,84,86.7,52.6,8.7,653,30.8,6.6,The person is not affected with Malaria 😊
Goa,39.7,453.4,64,88.4,34.5,83.4,684,59.7,70.2,The person is affected with Malaria 😷
Goa,33.3,447.5,97,41.5,58.4,11.2,310,44.9,60.2,The person is affected with Malaria 😷
Goa,36.3,473.8,88,34.2,53.6,56.5,1749,71.2,8.6,The person is affected with Malaria 😷
Goa,36.2,84.1,54,71.0,14.2,35.2,625,12.1,82.2,The person is affected with Malaria 😷
Goa,29.3,331.0,46,5.1,62.5,39.3,1214,36.6,38.2,The person is affected with Malaria 😷
Goa,27.9,262.2,40,9.8,48.2,29.4,163,99.5,52.4,The person is affected with Malaria 😷
Goa,29.8,175.1,53,42.2,2.0,77.8,1722,22.9,12.2,The person is affected with Malaria 😷
Goa,39.2,251.3,95,61.1,41.5,17.6,1425,20.2,95.0,The person is not affected with Malaria 😊
Goa,39.0,64.1,46,14.6,48.9,69.1,1973,23.5,51.5,The person is affected with Malaria 😷
Goa,29.9,247.6,82,21.3,18.3,21.6,226,77.8,13.0,The person is not affected with Malaria 😊
Goa,24.0,366.5,85,5.6,98.9,98.3,1536,71.5,96.2,The person is not affected with Malaria 😊
Goa,38.3,465.1,87,33.9,25.7,22.8,1608,93.9,34.6,The person is not affected with Malaria 😊
